iter	Logloss
0	0.4151860501
1	0.2623780433
2	0.1742983067
3	0.1313261681
4	0.09614569076
5	0.07116423262
6	0.05579677541
7	0.04417995696
8	0.03587715676
9	0.02957123645
10	0.02530535231
11	0.02225000808
12	0.01968931518
13	0.0176637997
14	0.01572129067
15	0.01428804119
16	0.0133071174
17	0.01228175899
18	0.01144031007
19	0.01052923469
20	0.009719535391
21	0.009259411629
22	0.008533193076
23	0.00814648892
24	0.007578890374
25	0.007018566132
26	0.006659032182
27	0.00627345354
28	0.005919654953
